    711    12   257     datakind beginning-row linenumbers
 ----------------------------------------------------------------
                     David A. Shirley's group
               Pennsylvania State University (PSU)
           Lawrence Berkeley National Laboratory (LBNL)
      Copyright (c) 1995-1996 DAS group. All rights reserved
 ----------------------------------------------------------------

        Ag              Silver phase shift data

         k   p(l=0)   p(l=1)   p(l=2)   p(l=3)   p(l=4)   p(l=5)   p(l=6)   p(l=7)  p(l=08)  p(l=09)  p(l=10)  p(l=11)  p(l=12)  p(l=13)  p(l=14)  p(l=15)  p(l=16)  p(l=17)  p(l=18)  p(l=19)
        20              lnum
   10.8000   2.4753   0.6199  -1.4216   2.9207   1.7459   1.1041   0.7649   0.5350   0.4127   0.3164   0.2339   0.1964   0.1681   0.1194   0.0653   0.0279   0.0097   0.0028   0.0007   0.0002
   10.8500   2.4625   0.6091  -1.4279   2.9215   1.7490   1.1078   0.7686   0.5381   0.4139   0.3193   0.2357   0.1965   0.1694   0.1224   0.0682   0.0297   0.0105   0.0031   0.0008   0.0002
   10.9000   2.4496   0.5983  -1.4342   2.9221   1.7519   1.1116   0.7722   0.5413   0.4151   0.3222   0.2376   0.1966   0.1705   0.1253   0.0712   0.0316   0.0114   0.0034   0.0009   0.0002
   10.9500   2.4367   0.5874  -1.4406   2.9226   1.7547   1.1156   0.7756   0.5446   0.4161   0.3249   0.2396   0.1967   0.1715   0.1281   0.0743   0.0335   0.0122   0.0037   0.0010   0.0002
   11.0000   2.4238   0.5764  -1.4472   2.9229   1.7573   1.1196   0.7788   0.5480   0.4172   0.3276   0.2418   0.1969   0.1723   0.1308   0.0773   0.0355   0.0132   0.0041   0.0011   0.0002
   11.0500   2.4108   0.5653  -1.4538   2.9231   1.7597   1.1238   0.7819   0.5516   0.4182   0.3301   0.2441   0.1971   0.1730   0.1334   0.0804   0.0376   0.0142   0.0044   0.0012   0.0003
   11.1000   2.3979   0.5543  -1.4605   2.9231   1.7620   1.1281   0.7848   0.5552   0.4193   0.3325   0.2464   0.1974   0.1736   0.1359   0.0834   0.0398   0.0152   0.0049   0.0013   0.0003
   11.1500   2.3849   0.5431  -1.4674   2.9230   1.7641   1.1325   0.7875   0.5589   0.4204   0.3347   0.2489   0.1978   0.1741   0.1382   0.0865   0.0420   0.0163   0.0053   0.0014   0.0003
   11.2000   2.3720   0.5320  -1.4743   2.9227   1.7662   1.1370   0.7902   0.5627   0.4215   0.3368   0.2514   0.1982   0.1745   0.1405   0.0896   0.0443   0.0175   0.0057   0.0016   0.0004
   11.2500   2.3592   0.5208  -1.4813   2.9223   1.7683   1.1416   0.7927   0.5664   0.4227   0.3387   0.2540   0.1988   0.1749   0.1425   0.0926   0.0466   0.0188   0.0062   0.0018   0.0004
   11.3000   2.3463   0.5097  -1.4884   2.9217   1.7702   1.1463   0.7951   0.5702   0.4240   0.3405   0.2567   0.1994   0.1751   0.1445   0.0956   0.0490   0.0201   0.0068   0.0019   0.0005
   11.3500   2.3335   0.4985  -1.4955   2.9209   1.7722   1.1509   0.7974   0.5740   0.4253   0.3422   0.2594   0.2002   0.1753   0.1463   0.0986   0.0515   0.0214   0.0073   0.0021   0.0005
   11.4000   2.3208   0.4874  -1.5027   2.9200   1.7741   1.1556   0.7997   0.5778   0.4268   0.3437   0.2621   0.2011   0.1754   0.1479   0.1015   0.0540   0.0228   0.0079   0.0023   0.0006
   11.4500   2.3082   0.4763  -1.5100   2.9190   1.7761   1.1603   0.8019   0.5815   0.4284   0.3451   0.2648   0.2021   0.1755   0.1494   0.1044   0.0566   0.0243   0.0086   0.0026   0.0007
   11.5000   2.2956   0.4652  -1.5173   2.9179   1.7781   1.1650   0.8041   0.5852   0.4301   0.3463   0.2675   0.2032   0.1755   0.1508   0.1072   0.0592   0.0259   0.0093   0.0028   0.0007
   11.5500   2.2832   0.4542  -1.5246   2.9166   1.7802   1.1696   0.8063   0.5888   0.4319   0.3475   0.2701   0.2045   0.1755   0.1521   0.1099   0.0618   0.0275   0.0100   0.0031   0.0008
   11.6000   2.2708   0.4432  -1.5319   2.9153   1.7824   1.1742   0.8085   0.5922   0.4338   0.3485   0.2727   0.2059   0.1756   0.1532   0.1126   0.0645   0.0292   0.0108   0.0033   0.0009
   11.6500   2.2586   0.4324  -1.5392   2.9140   1.7846   1.1787   0.8108   0.5956   0.4359   0.3495   0.2753   0.2074   0.1756   0.1542   0.1151   0.0672   0.0309   0.0116   0.0037   0.0010
   11.7000   2.2465   0.4216  -1.5465   2.9125   1.7869   1.1830   0.8131   0.5988   0.4381   0.3503   0.2777   0.2090   0.1756   0.1550   0.1176   0.0700   0.0328   0.0125   0.0040   0.0011
   11.7500   2.2343   0.4109  -1.5538   2.9111   1.7890   1.1864   0.8154   0.6012   0.4400   0.3511   0.2791   0.2100   0.1757   0.1553   0.1185   0.0711   0.0335   0.0129   0.0041   0.0011
   11.8000   2.2224   0.4003  -1.5610   2.9097   1.7915   1.1906   0.8178   0.6042   0.4424   0.3519   0.2815   0.2118   0.1758   0.1560   0.1209   0.0738   0.0354   0.0138   0.0045   0.0013
   11.8500   2.2106   0.3898  -1.5682   2.9082   1.7941   1.1946   0.8204   0.6071   0.4449   0.3527   0.2837   0.2137   0.1760   0.1565   0.1231   0.0766   0.0374   0.0148   0.0049   0.0014
   11.9000   2.1990   0.3794  -1.5753   2.9068   1.7967   1.1984   0.8230   0.6098   0.4475   0.3534   0.2858   0.2157   0.1762   0.1570   0.1252   0.0793   0.0394   0.0158   0.0053   0.0015
   11.9500   2.1875   0.3691  -1.5824   2.9054   1.7995   1.2021   0.8257   0.6124   0.4503   0.3542   0.2878   0.2177   0.1765   0.1574   0.1272   0.0821   0.0415   0.0169   0.0058   0.0017
   12.0000   2.1761   0.3590  -1.5893   2.9041   1.8023   1.2056   0.8286   0.6149   0.4531   0.3549   0.2897   0.2199   0.1768   0.1577   0.1291   0.0848   0.0436   0.0181   0.0062   0.0018
   12.0500   2.1649   0.3490  -1.5962   2.9028   1.8053   1.2089   0.8316   0.6172   0.4560   0.3557   0.2915   0.2221   0.1773   0.1580   0.1309   0.0875   0.0458   0.0193   0.0067   0.0020
   12.1000   2.1538   0.3391  -1.6029   2.9016   1.8083   1.2121   0.8347   0.6194   0.4590   0.3565   0.2931   0.2243   0.1778   0.1582   0.1326   0.0901   0.0480   0.0205   0.0073   0.0022
   12.1500   2.1428   0.3294  -1.6095   2.9005   1.8114   1.2151   0.8379   0.6214   0.4620   0.3574   0.2946   0.2266   0.1784   0.1583   0.1341   0.0927   0.0503   0.0219   0.0079   0.0024
   12.2000   2.1319   0.3198  -1.6160   2.8995   1.8145   1.2179   0.8412   0.6234   0.4651   0.3583   0.2960   0.2289   0.1791   0.1583   0.1355   0.0953   0.0526   0.0232   0.0085   0.0026
   12.2500   2.1212   0.3103  -1.6224   2.8986   1.8176   1.2206   0.8446   0.6252   0.4681   0.3593   0.2973   0.2313   0.1799   0.1584   0.1368   0.0979   0.0550   0.0247   0.0091   0.0029
   12.3000   2.1106   0.3010  -1.6287   2.8978   1.8208   1.2232   0.8481   0.6270   0.4712   0.3604   0.2984   0.2336   0.1809   0.1584   0.1380   0.1003   0.0574   0.0262   0.0098   0.0031
   12.3500   2.1000   0.2917  -1.6348   2.8972   1.8240   1.2256   0.8517   0.6287   0.4742   0.3616   0.2994   0.2359   0.1819   0.1584   0.1390   0.1027   0.0598   0.0277   0.0106   0.0034
   12.4000   2.0896   0.2826  -1.6408   2.8966   1.8271   1.2279   0.8554   0.6303   0.4772   0.3629   0.3004   0.2382   0.1830   0.1584   0.1399   0.1050   0.0623   0.0293   0.0113   0.0037
   12.4500   2.0792   0.2736  -1.6467   2.8961   1.8301   1.2302   0.8591   0.6319   0.4802   0.3644   0.3012   0.2404   0.1843   0.1584   0.1408   0.1073   0.0647   0.0310   0.0122   0.0040
   12.5000   2.0690   0.2647  -1.6524   2.8958   1.8331   1.2323   0.8629   0.6335   0.4830   0.3659   0.3020   0.2426   0.1857   0.1584   0.1415   0.1095   0.0672   0.0327   0.0130   0.0044
   12.5500   2.0587   0.2559  -1.6581   2.8955   1.8361   1.2344   0.8667   0.6351   0.4858   0.3675   0.3027   0.2447   0.1871   0.1584   0.1421   0.1115   0.0697   0.0345   0.0140   0.0047
   12.6000   2.0485   0.2471  -1.6636   2.8953   1.8389   1.2365   0.8705   0.6367   0.4885   0.3693   0.3033   0.2468   0.1887   0.1585   0.1426   0.1135   0.0722   0.0363   0.0149   0.0051
   12.6500   2.0384   0.2384  -1.6691   2.8952   1.8416   1.2385   0.8742   0.6383   0.4911   0.3711   0.3039   0.2487   0.1903   0.1586   0.1430   0.1154   0.0746   0.0382   0.0159   0.0056
   12.7000   2.0283   0.2298  -1.6745   2.8951   1.8442   1.2405   0.8780   0.6400   0.4936   0.3731   0.3044   0.2506   0.1920   0.1588   0.1434   0.1172   0.0771   0.0402   0.0170   0.0060
   12.7500   2.0182   0.2212  -1.6798   2.8951   1.8467   1.2426   0.8817   0.6417   0.4960   0.3752   0.3050   0.2523   0.1938   0.1590   0.1436   0.1189   0.0796   0.0421   0.0181   0.0065
   12.8000   2.0081   0.2126  -1.6850   2.8951   1.8490   1.2447   0.8853   0.6435   0.4982   0.3774   0.3055   0.2540   0.1957   0.1594   0.1438   0.1204   0.0820   0.0442   0.0193   0.0070
   12.8500   1.9980   0.2040  -1.6902   2.8951   1.8511   1.2468   0.8888   0.6454   0.5004   0.3797   0.3060   0.2556   0.1976   0.1597   0.1440   0.1219   0.0844   0.0462   0.0205   0.0075
   12.9000   1.9879   0.1955  -1.6954   2.8951   1.8532   1.2490   0.8922   0.6474   0.5024   0.3820   0.3066   0.2570   0.1996   0.1602   0.1441   0.1233   0.0867   0.0483   0.0217   0.0081
   12.9500   1.9777   0.1869  -1.7005   2.8951   1.8550   1.2512   0.8956   0.6494   0.5043   0.3844   0.3072   0.2583   0.2016   0.1607   0.1441   0.1245   0.0891   0.0505   0.0230   0.0087
   13.0000   1.9675   0.1784  -1.7057   2.8950   1.8568   1.2535   0.8988   0.6516   0.5060   0.3869   0.3078   0.2595   0.2037   0.1614   0.1441   0.1257   0.0913   0.0526   0.0244   0.0094
   13.0500   1.9573   0.1698  -1.7108   2.8950   1.8583   1.2559   0.9018   0.6539   0.5077   0.3894   0.3085   0.2606   0.2057   0.1621   0.1441   0.1267   0.0935   0.0548   0.0258   0.0101
   13.1000   1.9471   0.1611  -1.7159   2.8948   1.8598   1.2584   0.9048   0.6563   0.5092   0.3919   0.3093   0.2616   0.2077   0.1630   0.1441   0.1276   0.0957   0.0571   0.0273   0.0108
   13.1500   1.9368   0.1525  -1.7211   2.8946   1.8611   1.2610   0.9076   0.6588   0.5107   0.3945   0.3101   0.2625   0.2098   0.1639   0.1440   0.1285   0.0978   0.0593   0.0288   0.0116
   13.2000   1.9265   0.1438  -1.7264   2.8942   1.8623   1.2637   0.9103   0.6614   0.5121   0.3970   0.3110   0.2634   0.2118   0.1649   0.1440   0.1292   0.0998   0.0615   0.0304   0.0124
   13.2500   1.9161   0.1350  -1.7316   2.8938   1.8634   1.2665   0.9128   0.6641   0.5134   0.3996   0.3120   0.2641   0.2137   0.1660   0.1440   0.1298   0.1017   0.0638   0.0320   0.0132
   13.3000   1.9057   0.1262  -1.7370   2.8933   1.8645   1.2694   0.9152   0.6669   0.5146   0.4021   0.3131   0.2647   0.2157   0.1672   0.1440   0.1304   0.1036   0.0661   0.0337   0.0141
   13.3500   1.8952   0.1173  -1.7424   2.8927   1.8654   1.2723   0.9175   0.6697   0.5158   0.4045   0.3143   0.2653   0.2175   0.1685   0.1440   0.1308   0.1053   0.0683   0.0354   0.0150
   13.4000   1.8847   0.1084  -1.7478   2.8919   1.8663   1.2754   0.9197   0.6727   0.5170   0.4069   0.3157   0.2658   0.2193   0.1699   0.1440   0.1312   0.1070   0.0706   0.0372   0.0160
   13.4500   1.8741   0.0995  -1.7534   2.8910   1.8672   1.2784   0.9217   0.6757   0.5181   0.4092   0.3171   0.2662   0.2211   0.1714   0.1441   0.1315   0.1086   0.0728   0.0390   0.0170
   13.5000   1.8635   0.0904  -1.7590   2.8901   1.8680   1.2816   0.9237   0.6787   0.5193   0.4115   0.3186   0.2667   0.2227   0.1729   0.1443   0.1317   0.1101   0.0750   0.0408   0.0181
   13.5500   1.8529   0.0814  -1.7646   2.8890   1.8688   1.2847   0.9256   0.6818   0.5205   0.4136   0.3202   0.2671   0.2243   0.1745   0.1445   0.1319   0.1115   0.0772   0.0427   0.0192
   13.6000   1.8423   0.0723  -1.7704   2.8878   1.8697   1.2879   0.9274   0.6849   0.5217   0.4157   0.3219   0.2674   0.2257   0.1762   0.1448   0.1320   0.1128   0.0794   0.0446   0.0204
   13.6500   1.8316   0.0631  -1.7762   2.8865   1.8705   1.2911   0.9292   0.6880   0.5229   0.4176   0.3237   0.2678   0.2271   0.1779   0.1451   0.1320   0.1140   0.0815   0.0466   0.0216
   13.7000   1.8210   0.0539  -1.7821   2.8851   1.8714   1.2942   0.9309   0.6911   0.5242   0.4195   0.3256   0.2682   0.2284   0.1797   0.1456   0.1320   0.1151   0.0836   0.0485   0.0229
   13.7500   1.8103   0.0447  -1.7880   2.8836   1.8724   1.2974   0.9326   0.6941   0.5255   0.4212   0.3275   0.2686   0.2296   0.1814   0.1461   0.1320   0.1162   0.0857   0.0506   0.0242
   13.8000   1.7997   0.0355  -1.7940   2.8820   1.8734   1.3004   0.9343   0.6971   0.5269   0.4228   0.3296   0.2690   0.2306   0.1833   0.1467   0.1320   0.1171   0.0877   0.0526   0.0255
   13.8500   1.7890   0.0263  -1.8001   2.8804   1.8745   1.3035   0.9360   0.7000   0.5284   0.4243   0.3316   0.2695   0.2316   0.1851   0.1473   0.1319   0.1179   0.0896   0.0546   0.0269
   13.9000   1.7784   0.0171  -1.8062   2.8788   1.8756   1.3064   0.9377   0.7029   0.5300   0.4258   0.3337   0.2701   0.2325   0.1869   0.1481   0.1319   0.1186   0.0915   0.0567   0.0284
   13.9500   1.7679   0.0079  -1.8123   2.8771   1.8768   1.3093   0.9395   0.7057   0.5317   0.4271   0.3359   0.2706   0.2333   0.1887   0.1489   0.1318   0.1193   0.0933   0.0588   0.0298
   14.0000   1.7574  -0.0013  -1.8184   2.8754   1.8782   1.3120   0.9413   0.7083   0.5335   0.4283   0.3381   0.2713   0.2340   0.1905   0.1499   0.1317   0.1198   0.0950   0.0608   0.0314
   14.0500   1.7469  -0.0105  -1.8245   2.8737   1.8796   1.3147   0.9432   0.7109   0.5354   0.4295   0.3402   0.2720   0.2346   0.1922   0.1509   0.1317   0.1203   0.0967   0.0629   0.0329
   14.1000   1.7366  -0.0196  -1.8306   2.8720   1.8811   1.3172   0.9452   0.7134   0.5374   0.4305   0.3424   0.2729   0.2351   0.1939   0.1520   0.1317   0.1207   0.0983   0.0650   0.0346
   14.1500   1.7262  -0.0286  -1.8367   2.8703   1.8826   1.3196   0.9472   0.7158   0.5394   0.4315   0.3445   0.2738   0.2356   0.1956   0.1532   0.1317   0.1210   0.0998   0.0670   0.0362
   14.2000   1.7160  -0.0376  -1.8427   2.8686   1.8843   1.3219   0.9493   0.7180   0.5416   0.4325   0.3466   0.2748   0.2360   0.1972   0.1544   0.1318   0.1213   0.1012   0.0691   0.0379
   14.2500   1.7059  -0.0466  -1.8487   2.8670   1.8860   1.3241   0.9515   0.7201   0.5438   0.4334   0.3487   0.2758   0.2364   0.1987   0.1558   0.1319   0.1215   0.1026   0.0711   0.0396
   14.3000   1.6958  -0.0554  -1.8547   2.8655   1.8878   1.3261   0.9537   0.7222   0.5462   0.4343   0.3507   0.2770   0.2367   0.2002   0.1572   0.1320   0.1216   0.1038   0.0731   0.0414
   14.3500   1.6859  -0.0642  -1.8606   2.8640   1.8896   1.3280   0.9561   0.7241   0.5486   0.4351   0.3526   0.2783   0.2370   0.2016   0.1586   0.1322   0.1217   0.1050   0.0751   0.0432
   14.4000   1.6760  -0.0729  -1.8664   2.8626   1.8915   1.3298   0.9586   0.7259   0.5510   0.4360   0.3545   0.2797   0.2373   0.2029   0.1601   0.1325   0.1217   0.1061   0.0770   0.0450
   14.4500   1.6663  -0.0814  -1.8722   2.8613   1.8934   1.3315   0.9611   0.7276   0.5535   0.4368   0.3563   0.2811   0.2375   0.2041   0.1617   0.1328   0.1217   0.1070   0.0789   0.0468
   14.5000   1.6566  -0.0899  -1.8778   2.8600   1.8953   1.3331   0.9637   0.7292   0.5561   0.4377   0.3580   0.2826   0.2378   0.2052   0.1632   0.1332   0.1217   0.1079   0.0807   0.0487
   14.5500   1.6471  -0.0983  -1.8834   2.8589   1.8972   1.3346   0.9664   0.7308   0.5586   0.4386   0.3596   0.2842   0.2381   0.2062   0.1649   0.1337   0.1216   0.1088   0.0825   0.0506
   14.6000   1.6377  -0.1066  -1.8889   2.8578   1.8990   1.3360   0.9691   0.7323   0.5612   0.4396   0.3611   0.2859   0.2384   0.2072   0.1665   0.1343   0.1215   0.1095   0.0843   0.0525
   14.6500   1.6283  -0.1147  -1.8943   2.8568   1.9009   1.3373   0.9719   0.7337   0.5637   0.4406   0.3625   0.2876   0.2387   0.2080   0.1681   0.1349   0.1215   0.1101   0.0860   0.0544
   14.7000   1.6191  -0.1228  -1.8996   2.8559   1.9027   1.3386   0.9747   0.7351   0.5663   0.4417   0.3638   0.2894   0.2391   0.2088   0.1697   0.1356   0.1214   0.1107   0.0876   0.0563
   14.7500   1.6100  -0.1308  -1.9047   2.8551   1.9044   1.3398   0.9776   0.7365   0.5688   0.4428   0.3651   0.2912   0.2395   0.2095   0.1713   0.1364   0.1213   0.1112   0.0892   0.0582
   14.8000   1.6009  -0.1387  -1.9098   2.8544   1.9061   1.3410   0.9804   0.7378   0.5713   0.4440   0.3662   0.2931   0.2400   0.2101   0.1729   0.1373   0.1212   0.1116   0.0907   0.0601
   14.8500   1.5919  -0.1464  -1.9148   2.8537   1.9077   1.3423   0.9832   0.7392   0.5737   0.4453   0.3672   0.2950   0.2405   0.2106   0.1745   0.1382   0.1212   0.1119   0.0921   0.0620
   14.9000   1.5831  -0.1541  -1.9197   2.8531   1.9092   1.3435   0.9860   0.7405   0.5760   0.4467   0.3682   0.2968   0.2411   0.2111   0.1760   0.1392   0.1212   0.1122   0.0935   0.0639
   14.9500   1.5742  -0.1617  -1.9245   2.8525   1.9106   1.3447   0.9888   0.7419   0.5783   0.4482   0.3691   0.2987   0.2418   0.2115   0.1775   0.1403   0.1212   0.1124   0.0948   0.0657
   15.0000   1.5655  -0.1693  -1.9292   2.8520   1.9119   1.3459   0.9915   0.7433   0.5805   0.4497   0.3699   0.3006   0.2426   0.2118   0.1789   0.1415   0.1212   0.1126   0.0960   0.0676
   15.0500   1.5568  -0.1768  -1.9339   2.8515   1.9131   1.3472   0.9942   0.7448   0.5826   0.4514   0.3707   0.3024   0.2435   0.2121   0.1803   0.1427   0.1213   0.1127   0.0971   0.0694
   15.1000   1.5481  -0.1842  -1.9385   2.8510   1.9142   1.3486   0.9968   0.7463   0.5846   0.4531   0.3714   0.3042   0.2444   0.2124   0.1816   0.1440   0.1215   0.1127   0.0981   0.0712
   15.1500   1.5395  -0.1915  -1.9430   2.8505   1.9152   1.3500   0.9993   0.7479   0.5865   0.4549   0.3721   0.3060   0.2454   0.2126   0.1829   0.1453   0.1217   0.1127   0.0991   0.0730
   15.2000   1.5309  -0.1989  -1.9475   2.8500   1.9160   1.3514   1.0017   0.7496   0.5883   0.4568   0.3728   0.3077   0.2465   0.2128   0.1840   0.1467   0.1220   0.1127   0.1000   0.0747
   15.2500   1.5223  -0.2062  -1.9520   2.8495   1.9168   1.3530   1.0041   0.7513   0.5900   0.4588   0.3734   0.3093   0.2477   0.2130   0.1851   0.1481   0.1223   0.1127   0.1008   0.0764
   15.3000   1.5137  -0.2135  -1.9564   2.8489   1.9174   1.3546   1.0063   0.7532   0.5916   0.4608   0.3740   0.3108   0.2490   0.2131   0.1861   0.1495   0.1227   0.1126   0.1015   0.0780
   15.3500   1.5051  -0.2207  -1.9608   2.8483   1.9180   1.3563   1.0084   0.7551   0.5931   0.4629   0.3747   0.3123   0.2503   0.2133   0.1870   0.1510   0.1232   0.1125   0.1021   0.0796
   15.4000   1.4965  -0.2280  -1.9653   2.8477   1.9185   1.3580   1.0104   0.7571   0.5946   0.4650   0.3753   0.3137   0.2517   0.2135   0.1878   0.1525   0.1237   0.1124   0.1027   0.0812
   15.4500   1.4879  -0.2353  -1.9697   2.8469   1.9189   1.3599   1.0123   0.7591   0.5959   0.4671   0.3760   0.3151   0.2532   0.2138   0.1886   0.1539   0.1243   0.1123   0.1032   0.0826
   15.5000   1.4793  -0.2426  -1.9742   2.8461   1.9192   1.3618   1.0141   0.7613   0.5972   0.4693   0.3768   0.3163   0.2547   0.2140   0.1893   0.1554   0.1250   0.1122   0.1036   0.0840
   15.5500   1.4706  -0.2499  -1.9786   2.8453   1.9195   1.3637   1.0158   0.7635   0.5984   0.4715   0.3775   0.3174   0.2563   0.2143   0.1899   0.1569   0.1257   0.1122   0.1040   0.0854
   15.6000   1.4619  -0.2573  -1.9831   2.8443   1.9198   1.3658   1.0174   0.7658   0.5996   0.4736   0.3784   0.3185   0.2579   0.2147   0.1904   0.1583   0.1265   0.1121   0.1043   0.0867
   15.6500   1.4532  -0.2646  -1.9877   2.8432   1.9200   1.3679   1.0189   0.7681   0.6007   0.4758   0.3793   0.3195   0.2595   0.2151   0.1908   0.1597   0.1274   0.1121   0.1045   0.0879
   15.7000   1.4444  -0.2721  -1.9923   2.8421   1.9202   1.3700   1.0203   0.7705   0.6018   0.4779   0.3802   0.3204   0.2611   0.2156   0.1912   0.1611   0.1284   0.1121   0.1047   0.0891
   15.7500   1.4356  -0.2795  -1.9970   2.8408   1.9205   1.3721   1.0217   0.7730   0.6028   0.4800   0.3813   0.3212   0.2628   0.2161   0.1916   0.1624   0.1294   0.1121   0.1048   0.0901
   15.8000   1.4267  -0.2870  -2.0017   2.8395   1.9207   1.3743   1.0230   0.7754   0.6039   0.4820   0.3824   0.3219   0.2644   0.2167   0.1918   0.1637   0.1305   0.1121   0.1049   0.0912
   15.8500   1.4179  -0.2946  -2.0065   2.8381   1.9209   1.3765   1.0242   0.7779   0.6049   0.4840   0.3836   0.3226   0.2661   0.2174   0.1921   0.1649   0.1316   0.1122   0.1049   0.0921
   15.9000   1.4089  -0.3022  -2.0113   2.8366   1.9212   1.3786   1.0254   0.7804   0.6060   0.4859   0.3849   0.3232   0.2677   0.2182   0.1922   0.1661   0.1328   0.1124   0.1049   0.0930
   15.9500   1.4000  -0.3099  -2.0162   2.8351   1.9215   1.3808   1.0266   0.7828   0.6071   0.4877   0.3862   0.3238   0.2693   0.2190   0.1924   0.1672   0.1340   0.1126   0.1049   0.0937
   16.0000   1.3910  -0.3176  -2.0211   2.8335   1.9219   1.3829   1.0278   0.7852   0.6083   0.4895   0.3877   0.3243   0.2708   0.2199   0.1925   0.1682   0.1353   0.1129   0.1048   0.0945
   16.0500   1.3819  -0.3253  -2.0261   2.8318   1.9223   1.3850   1.0290   0.7876   0.6094   0.4912   0.3892   0.3249   0.2723   0.2209   0.1927   0.1692   0.1366   0.1132   0.1047   0.0951
   16.1000   1.3729  -0.3330  -2.0312   2.8301   1.9229   1.3870   1.0302   0.7900   0.6107   0.4927   0.3908   0.3253   0.2737   0.2219   0.1928   0.1701   0.1379   0.1136   0.1047   0.0957
   16.1500   1.3638  -0.3408  -2.0363   2.8284   1.9234   1.3890   1.0314   0.7923   0.6120   0.4942   0.3924   0.3258   0.2751   0.2231   0.1929   0.1709   0.1392   0.1141   0.1046   0.0962
   16.2000   1.3547  -0.3487  -2.0414   2.8266   1.9241   1.3908   1.0326   0.7945   0.6133   0.4957   0.3941   0.3263   0.2764   0.2243   0.1931   0.1716   0.1406   0.1146   0.1044   0.0966
   16.2500   1.3457  -0.3565  -2.0466   2.8248   1.9248   1.3926   1.0339   0.7967   0.6148   0.4970   0.3959   0.3268   0.2776   0.2255   0.1932   0.1723   0.1419   0.1152   0.1043   0.0970
   16.3000   1.3366  -0.3643  -2.0518   2.8230   1.9256   1.3943   1.0353   0.7987   0.6163   0.4982   0.3977   0.3273   0.2788   0.2268   0.1934   0.1729   0.1433   0.1158   0.1043   0.0973
   16.3500   1.3275  -0.3722  -2.0570   2.8212   1.9264   1.3959   1.0367   0.8007   0.6179   0.4994   0.3995   0.3278   0.2798   0.2282   0.1936   0.1734   0.1446   0.1166   0.1042   0.0975
   16.4000   1.3185  -0.3800  -2.0622   2.8195   1.9274   1.3974   1.0381   0.8026   0.6195   0.5005   0.4014   0.3284   0.2808   0.2296   0.1939   0.1738   0.1459   0.1173   0.1041   0.0977
   16.4500   1.3095  -0.3878  -2.0675   2.8177   1.9283   1.3988   1.0397   0.8044   0.6213   0.5015   0.4033   0.3290   0.2817   0.2310   0.1942   0.1742   0.1472   0.1182   0.1041   0.0979
   16.5000   1.3005  -0.3956  -2.0727   2.8160   1.9294   1.4002   1.0413   0.8061   0.6231   0.5024   0.4051   0.3297   0.2826   0.2325   0.1945   0.1745   0.1484   0.1191   0.1041   0.0980
   16.5500   1.2916  -0.4034  -2.0778   2.8144   1.9304   1.4014   1.0429   0.8077   0.6250   0.5034   0.4070   0.3304   0.2833   0.2339   0.1950   0.1748   0.1496   0.1201   0.1041   0.0980
   16.6000   1.2827  -0.4111  -2.0830   2.8128   1.9316   1.4025   1.0447   0.8092   0.6269   0.5042   0.4088   0.3312   0.2840   0.2354   0.1954   0.1750   0.1508   0.1211   0.1042   0.0980
   16.6500   1.2739  -0.4188  -2.0881   2.8113   1.9327   1.4035   1.0465   0.8106   0.6289   0.5051   0.4106   0.3321   0.2847   0.2369   0.1960   0.1752   0.1519   0.1221   0.1043   0.0980
   16.7000   1.2651  -0.4265  -2.0932   2.8098   1.9339   1.4045   1.0484   0.8120   0.6310   0.5059   0.4124   0.3331   0.2852   0.2383   0.1966   0.1753   0.1529   0.1232   0.1045   0.0980
   16.7500   1.2565  -0.4340  -2.0982   2.8085   1.9350   1.4054   1.0503   0.8133   0.6331   0.5067   0.4141   0.3341   0.2857   0.2397   0.1973   0.1755   0.1539   0.1244   0.1047   0.0979
   16.8000   1.2478  -0.4415  -2.1031   2.8071   1.9362   1.4062   1.0523   0.8145   0.6352   0.5076   0.4158   0.3352   0.2862   0.2411   0.1981   0.1756   0.1548   0.1256   0.1050   0.0978
   16.8500   1.2393  -0.4489  -2.1080   2.8059   1.9373   1.4070   1.0544   0.8156   0.6373   0.5084   0.4174   0.3363   0.2866   0.2425   0.1989   0.1756   0.1557   0.1268   0.1053   0.0977
   16.9000   1.2309  -0.4563  -2.1128   2.8047   1.9384   1.4077   1.0564   0.8167   0.6395   0.5093   0.4189   0.3376   0.2870   0.2438   0.1998   0.1757   0.1565   0.1280   0.1057   0.0976
   16.9500   1.2225  -0.4636  -2.1176   2.8036   1.9394   1.4084   1.0585   0.8178   0.6416   0.5102   0.4203   0.3389   0.2874   0.2451   0.2008   0.1758   0.1572   0.1292   0.1062   0.0975
   17.0000   1.2142  -0.4707  -2.1222   2.8026   1.9404   1.4091   1.0606   0.8189   0.6437   0.5111   0.4217   0.3403   0.2878   0.2463   0.2018   0.1759   0.1578   0.1304   0.1067   0.0974
   17.0500   1.2060  -0.4778  -2.1268   2.8017   1.9413   1.4098   1.0627   0.8199   0.6458   0.5121   0.4230   0.3417   0.2881   0.2474   0.2029   0.1760   0.1584   0.1317   0.1073   0.0973
   17.1000   1.1979  -0.4849  -2.1313   2.8008   1.9422   1.4105   1.0648   0.8209   0.6478   0.5131   0.4242   0.3432   0.2885   0.2485   0.2040   0.1761   0.1589   0.1329   0.1079   0.0972
